fecha_vto,aplicacion,adicional,debe,haber
2017-07-17,0003-00001578,                                        ,0.00,55902.00
2017-07-17,0003-00001579,MERCOVAN ARGENTINA SRL                  ,16940.00,0.00
2017-07-17,0003-00001584,MERCOVAN ARGENTINA SRL                  ,33880.00,0.00
2017-07-21,0003-00001615,MERCOVAN ARGENTINA SRL                  ,26862.00,0.00
2017-07-21,0003-00001616,MERCOVAN ARGENTINA SRL                  ,16940.00,0.00
2017-07-21,0003-00001620,MERCOVAN ARGENTINA SRL                  ,13794.00,0.00
2017-07-24,0003-00001625,MERCOVAN ARGENTINA SRL                  ,13794.00,0.00
2017-07-24,0003-00001627,MERCOVAN ARGENTINA SRL                  ,30080.60,0.00
2017-07-25,0003-00001484,                                        ,0.00,32670.00
2017-07-25,0003-00001495,                                        ,0.00,11374.00
2017-07-25,0003-00001496,                                        ,0.00,11374.00
2017-07-25,0003-00001532,                                        ,0.00,27031.40
2017-07-25,0003-00001533,                                        ,0.00,11374.00
2017-07-25,0003-00001536,                                        ,0.00,11374.00
2017-07-25,0003-00001537,                                        ,0.00,13794.00
2017-07-25,0003-00001568,                                        ,0.00,13794.00
2017-07-25,0003-00001569,                                        ,0.00,11374.00
2017-07-25,0003-00001570,                                        ,0.00,11374.00
2017-07-25,0003-00001571,                                        ,0.00,36687.20
2017-07-25,0003-00001573,                                        ,0.00,30346.80
2017-07-25,0003-00001577,                                        ,0.00,55902.00
2017-07-25,0003-00001579,                                        ,0.00,16940.00
2017-07-25,0003-00001584,                                        ,0.00,33880.00
2017-07-27,0003-00001657,MERCOVAN ARGENTINA SRL                  ,32282.80,0.00
2017-07-28,0003-00001661,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-07-28,0003-00001673,MERCOVAN ARGENTINA SRL                  ,27539.60,0.00
2017-07-28,0003-00001674,MERCOVAN ARGENTINA SRL                  ,7018.00,0.00
2017-07-31,0003-00001677,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-07-31,0003-00001683,MERCOVAN ARGENTINA SRL                  ,13794.00,0.00
2017-07-31,0003-00001684,MERCOVAN ARGENTINA SRL                  ,13794.00,0.00
2017-08-04,0003-00001726,MERCOVAN ARGENTINA SRL                  ,29378.80,0.00
2017-08-04,0003-00001727,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-08-04,0003-00001728,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-08-07,0003-00001735,MERCOVAN ARGENTINA SRL                  ,28725.40,0.00
2017-08-07,0003-00001736,MERCOVAN ARGENTINA SRL                  ,24103.20,0.00
2017-08-08,0003-00001743,MERCOVAN ARGENTINA SRL                  ,13794.00,0.00
2017-08-08,0003-00001755,MERCOVAN ARGENTINA SRL                  ,4840.00,0.00
2017-08-10,0003-00001779,MERCOVAN ARGENTINA SRL                  ,24611.40,0.00
2017-08-10,0003-00001780,MERCOVAN ARGENTINA SRL                  ,30032.20,0.00
2017-08-11,0003-00001615,                                        ,0.00,26862.00
2017-08-11,0003-00001616,                                        ,0.00,16940.00
2017-08-11,0003-00001620,                                        ,0.00,13794.00
2017-08-11,0003-00001625,                                        ,0.00,13794.00
2017-08-11,0003-00001627,                                        ,0.00,30080.60
2017-08-11,0003-00001657,                                        ,0.00,32282.80
2017-08-11,0003-00001661,                                        ,0.00,11374.00
2017-08-11,0003-00001673,                                        ,0.00,27539.60
2017-08-11,0003-00001674,                                        ,0.00,7018.00
2017-08-11,0003-00001677,                                        ,0.00,11374.00
2017-08-11,0003-00001683,                                        ,0.00,13794.00
2017-08-11,0003-00001791,MERCOVAN ARGENTINA SRL                  ,29233.60,0.00
2017-08-14,0003-00001805,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-08-14,0003-00001809,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-08-18,0003-00001849,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-08-23,0003-00001861,MERCOVAN ARGENTINA SRL                  ,28144.60,0.00
2017-08-23,0003-00001865,MERCOVAN ARGENTINA SRL                  ,35646.60,0.00
2017-08-23,0003-00001866,MERCOVAN ARGENTINA SRL                  ,35017.40,0.00
2017-08-23,0003-00001869,MERCOVAN ARGENTINA SRL                  ,32645.80,0.00
2017-08-24,0003-00001882,MERCOVAN ARGENTINA SRL                  ,36638.80,0.00
2017-08-24,0003-00001726,                                        ,0.00,29378.80
2017-08-24,0003-00001727,                                        ,0.00,11374.00
2017-08-24,0003-00001728,                                        ,0.00,11374.00
2017-08-24,0003-00001735,                                        ,0.00,28725.40
2017-08-24,0003-00001736,                                        ,0.00,24103.20
2017-08-24,0003-00001743,                                        ,0.00,13794.00
2017-08-24,0003-00001779,                                        ,0.00,24611.40
2017-08-24,0003-00001780,                                        ,0.00,30032.20
2017-08-24,0003-00001791,                                        ,0.00,29233.60
2017-08-24,0003-00001805,                                        ,0.00,11374.00
2017-08-24,0003-00001809,                                        ,0.00,11374.00
2017-08-24,0003-00001849,                                        ,0.00,11374.00
2017-08-28,0003-00001907,MERCOVAN ARGENTINA SRL                  ,5000.00,0.00
2017-08-29,0003-00001915,MERCOVAN ARGENTINA SRL                  ,27636.40,0.00
2017-08-30,0003-00001924,MERCOVAN ARGENTINA SRL                  ,29161.00,0.00
2017-09-04,0003-00001861,                                        ,0.00,28144.60
2017-09-04,0003-00001865,                                        ,0.00,35646.60
2017-09-04,0003-00001866,                                        ,0.00,35017.40
2017-09-04,0003-00001869,                                        ,0.00,32645.80
2017-09-04,0003-00001882,                                        ,0.00,36638.80
2017-09-04,0003-00001907,                                        ,0.00,5000.00
2017-09-04,0003-00001915,                                        ,0.00,27636.40
2017-09-05,0003-00001946,MERCOVAN ARGENTINA SRL                  ,13794.00,0.00
2017-09-05,0003-00001947,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-09-05,0003-00001950,MERCOVAN ARGENTINA SRL                  ,36911.05,0.00
2017-09-05,0003-00001951,MERCOVAN ARGENTINA SRL                  ,36911.05,0.00
2017-09-06,0003-00001962,MERCOVAN ARGENTINA SRL                  ,29330.40,0.00
2017-09-08,0003-00001684,MERCOVAN ARGENTINA SRL                  ,0.00,13794.00
2017-09-08,0003-00001981,MERCOVAN ARGENTINA SRL                  ,28652.80,0.00
2017-09-08,0003-00001982,MERCOVAN ARGENTINA SRL                  ,40704.40,0.00
2017-09-11,0003-00001990,MERCOVAN ARGENTINA SRL                  ,30492.00,0.00
2017-09-11,0003-00001991,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-09-11,0003-00001997,MERCOVAN ARGENTINA SRL                  ,30008.00,0.00
2017-09-13,0003-00002006,MERCOVAN ARGENTINA SRL                  ,30903.40,0.00
2017-09-14,0003-00002014,MERCOVAN ARGENTINA SRL                  ,30250.00,0.00
2017-09-14,0003-00002024,MERCOVAN ARGENTINA SRL                  ,30250.00,0.00
2017-09-15,0003-00001982,                                        ,0.00,40704.40
2017-09-15,0003-00001981,                                        ,0.00,28652.80
