Fecha,Operacion,Contenedor,Cliente,Booking,Precinto,Estado
2024-08-22,27534,TCNU-533343-7,Piranga Sa,ZIMUBUE9034279,***************     ,Arribado
2024-08-14,27347,FFAU-124954-1,Piranga Sa,EC01052665K,                    ,Arribado
2024-08-14,27348,FANU-183180-7,Piranga Sa,EC01052665K,                    ,Arribado
2024-08-14,27349,TCLU-785695-4,Piranga Sa,EC01052665K,                    ,Arribado
2024-08-09,27234,,Piranga Sa,61292623,                    ,Pendiente
2024-08-09,27235,,Piranga Sa,61292623,                    ,Pendiente
2024-08-13,27298,,Piranga Sa,65630182,                    ,Pendiente
2024-08-13,27300,,Piranga Sa,66630179,                    ,Pendiente
2024-08-13,27303,EITU-133724-2,Piranga Sa,340400028182,                    ,Arribado
2024-07-17,26712,FFAU-305822-5,Taeda Sa,153IAR0641196,FX26309730          ,Arribado
2024-07-30,26986,MSMU-877007-2,Taeda Sa,EBKG09625534,FX26287738          ,Arribado
2024-08-22,27537,CAIU-448679-9,Taeda Sa,EBKG09905599,FX26271520          ,Arribado
2024-09-18,28188,TCLU-595413-9,Taeda Sa,EBKG10134047,FX26298725          ,Arribado
2024-09-18,28189,TRHU-798788-9,Taeda Sa,EBKG10204572,FX26298719          ,Arribado
2024-10-01,28488,CAAU-711108-9,Taeda Sa,EBKG09971149,FX26258699          ,Arribado
2024-09-09,27925,FCIU-428594-0,Speed Brokers Company S.A,62969561,**************      ,Arribado
2024-08-20,27476,TLLU-535090-2,Aserradero San Alberto Srl,62629918,******************* ,Arribado
2024-08-20,27478,FDCU-024532-2,Aserradero San Alberto Srl,62629918,***********         ,Arribado
2024-07-17,26748,BMOU-548417-3,Carpal Sa,68625319,**************      ,Arribado
2024-07-18,26762,TCLU-893568-3,Carpal Sa,60958582,********************,Arribado
2024-07-18,26763,TEMU-746798-6,Carpal Sa,60958582,***************     ,Arribado
2024-07-18,26764,TEMU-750731-1,Carpal Sa,60958582,*****************   ,Arribado
2024-07-17,26770,CAIU-845863-0,Carpal Sa,68625319,******************  ,Arribado
2024-07-17,26774,HLXU-828584-8,Carpal Sa,68625319,******************  ,Arribado
2024-10-24,29099,CAIU-939093-5,Carpal Sa,68310391,********************,Arribado
2024-11-11,29539,GCXU-596553-9,Carpal Sa,69978293,***************     ,Arribado
2024-11-11,29540,FANU-313236-8,Carpal Sa,69978293,***********         ,Arribado
2024-10-03,28553,TCNU-647869-3,Carpal Sa,69972252,******************* ,Arribado
2024-10-03,28554,BEAU-440423-0,Carpal Sa,69972252,******************* ,Arribado
2024-10-03,28555,SEGU-544917-0,Carpal Sa,69972252,******************  ,Arribado
2024-10-10,28724,HLBU-168366-8,Carpal Sa,68641669,**************      ,Arribado
2024-09-26,28363,MAGU-567502-2,Carpal Sa,61634559,********************,Arribado
2024-09-26,28366,HLBU-206807-2,Carpal Sa,66633765,***************     ,Arribado
2024-09-26,28367,TEMU-699547-0,Carpal Sa,66633765,******************  ,Arribado
2024-09-26,28368,TLLU-836910-0,Carpal Sa,66633765,*****************   ,Arribado
2024-09-26,28362,HLXU-803031-7,Carpal Sa,61634559,********************,Arribado
2024-09-12,28010,DAYU-611655-2,Carpal Sa,68299591,*****************/  ,Arribado
2024-09-12,28011,CAIU-440748-6,Carpal Sa,68299591,******************  ,Arribado
2024-09-12,28012,HAMU-129372-0,Carpal Sa,68299591,***************     ,Arribado
2024-08-19,27445,TXGU-701346-1,Carpal Sa,69963246,********            ,Arribado
2024-08-19,27446,HAMU-196458-3,Carpal Sa,69963246,*************       ,Arribado
2024-08-19,27447,DRYU-966283-9,Carpal Sa,69963246,*************       ,Arribado
2024-08-15,27503,TCLU-510232-2,Carpal Sa,69963246,                    ,Arribado
2024-09-05,27785,HLBU-318173-5,Carpal Sa,62298789,*********           ,Arribado
2024-08-05,27086,SEKU-605011-0,Carpal Sa,64294925,*************       ,Arribado
2024-08-05,27087,CAIU-794237-8,Carpal Sa,64294925,********************,Arribado
2024-08-06,27167,HLXU-811574-9,Carpal Sa,64627605,                    ,Arribado
2024-08-06,27168,HLXU-808527-0,Carpal Sa,64627605,                    ,Arribado
2024-08-06,27169,TCLU-844551-5,Carpal Sa,64627605,                    ,Arribado
2024-08-05,27082,FFAU-285961-5,Carpal Sa,64294925,*************       ,Arribado
2024-08-05,27083,FSCU-722850-0,Carpal Sa,64294925,************        ,Arribado
2024-08-05,27084,RFCU-506491-3,Carpal Sa,64294925,********************,Arribado
2024-08-05,27085,HAMU-179834-8,Carpal Sa,64294925,******************  ,Arribado
2024-07-16,26684,MRKU-526574-7,Arleather S.R.L.,241224805,***************     ,Arribado
2024-07-18,26772,MSKU-128981-9,Arleather S.R.L.,241144686,******************  ,Arribado
2024-07-18,26773,MRSU-358711-4,Arleather S.R.L.,241144686,******************  ,Arribado
2024-11-08,29516,HASU-519267-0,Arleather S.R.L.,245841526,                    ,Arribado
2024-11-08,29517,SEKU-697041-7,Arleather S.R.L.,245841526,                    ,Arribado
2024-11-12,29571,TCLU-662146-7,Arleather S.R.L.,245472435,********************,Arribado
2024-11-12,29572,TCKU-662653-8,Arleather S.R.L.,245472435,****************    ,Arribado
2024-11-06,29498,MRKU-324609-6,Arleather S.R.L.,245841556,                    ,Arribado
2024-11-06,29499,MRSU-564629-0,Arleather S.R.L.,245841556,                    ,Arribado
2024-11-08,29514,TCKU-776044-9,Arleather S.R.L.,245841756,                    ,Arribado
2024-11-08,29515,MRKU-423570-6,Arleather S.R.L.,245841756,                    ,Arribado
2024-11-06,29448,MSKU-063134-1,Arleather S.R.L.,245841724,******************  ,Arribado
2024-11-06,29449,HASU-457301-2,Arleather S.R.L.,245841724,--------------------,Arribado
2024-11-06,29450,MRKU-331109-9,Arleather S.R.L.,245841724,********************,Arribado
2024-11-04,29380,MSKU-119170-9,Arleather S.R.L.,245471387,**************      ,Arribado
2024-11-04,29381,HASU-447678-0,Arleather S.R.L.,245471387,******************* ,Arribado
2024-11-04,29382,MRSU-466868-0,Arleather S.R.L.,245469497,***********         ,Arribado
2024-11-04,29383,BEAU-575691-3,Arleather S.R.L.,245469497,****************    ,Arribado
2024-11-04,29384,MRKU-233063-8,Arleather S.R.L.,245469497,********************,Arribado
2024-11-01,29357,FCIU-720835-7,Arleather S.R.L.,COSU6398132820,****************    ,Arribado
2024-11-01,29358,CSNU-795777-7,Arleather S.R.L.,COSU6398132820,                    ,Arribado
2024-11-04,29378,MRSU-401245-4,Arleather S.R.L.,245471291,******************  ,Arribado
2024-11-04,29379,MSKU-017377-9,Arleather S.R.L.,245471291,**************      ,Arribado
2024-11-01,29354,OOCU-752792-5,Arleather S.R.L.,COSU6398132870,***************     ,Arribado
2024-11-01,29355,BEAU-559983-5,Arleather S.R.L.,COSU6398132870,******************  ,Arribado
2024-11-01,29356,FFAU-280127-5,Arleather S.R.L.,COSU6398132820,****************    ,Arribado
2024-10-25,29131,MRSU-491693-4,Arleather S.R.L.,245416861,*****************   ,Arribado
2024-10-25,29132,MRSU-501818-5,Arleather S.R.L.,245416861,********************,Arribado
2024-10-25,29127,DFSU-742521-1,Arleather S.R.L.,COSU6398133100,********************,Arribado
2024-10-25,29128,RFCU-407870-1,Arleather S.R.L.,COSU6398133100,*********           ,Arribado
2024-10-25,29129,TCNU-574222-4,Arleather S.R.L.,COSU6398133100,*************       ,Arribado
2024-10-25,29130,TLLU-535266-0,Arleather S.R.L.,245416861,******************  ,Arribado
2024-10-22,29008,MSKU-981085-7,Arleather S.R.L.,245416955,*************       ,Arribado
2024-10-22,29009,MRKU-349932-4,Arleather S.R.L.,245416955,***********         ,Arribado
2024-10-17,28907,MRSU-599179-0,Arleather S.R.L.,244534245,***********         ,Arribado
2024-10-17,28909,SUDU-673999-6,Arleather S.R.L.,244534245,***************     ,Arribado
2024-10-15,28797,CAAU-716447-4,Arleather S.R.L.,244571578,*************       ,Arribado
2024-10-15,28816,TLLU-582460-0,Arleather S.R.L.,244571303,**************      ,Arribado
2024-10-15,28817,MSKU-925133-7,Arleather S.R.L.,244571303,**********          ,Arribado
2024-10-15,28818,MRKU-578701-6,Arleather S.R.L.,244571303,******************  ,Arribado
2024-10-15,28796,FFAU-535452-4,Arleather S.R.L.,244571578,******************  ,Arribado
2024-10-03,28572,MSKU-111955-6,Arleather S.R.L.,244476628,                    ,Arribado
2024-10-03,28573,TLLU-766111-7,Arleather S.R.L.,244476628,                    ,Arribado
2024-10-03,28574,TIIU-590722-0,Arleather S.R.L.,244321131,                    ,Arribado
2024-10-03,28575,MSKU-959087-6,Arleather S.R.L.,244321131,                    ,Arribado
2024-10-02,28523,CSNU-629452-0,Arleather S.R.L.,COSU6398125900,********************,Arribado
2024-10-02,28524,TGHU-697745-7,Arleather S.R.L.,COSU6398125900,******************  ,Arribado
2024-10-02,28525,CCLU-765810-3,Arleather S.R.L.,COSU6398125900,********************,Arribado
2024-10-03,28571,MSKU-174533-3,Arleather S.R.L.,244476628,                    ,Arribado
2024-09-30,28463,MRSU-480929-0,Arleather S.R.L.,244321021,********************,Arribado
2024-09-30,28464,MSKU-149968-8,Arleather S.R.L.,244321021,********************,Arribado
2024-09-20,28268,MRKU-426460-1,Arleather S.R.L.,244533284,                    ,Arribado
2024-09-20,28269,MRKU-442710-2,Arleather S.R.L.,244533284,******************* ,Arribado
2024-09-30,28462,MRKU-608800-8,Arleather S.R.L.,244321021,******************  ,Arribado
2024-09-18,28191,GCXU-553667-9,Arleather S.R.L.,244476111,***********         ,Arribado
2024-09-18,28192,MRSU-363905-4,Arleather S.R.L.,244476111,***********         ,Arribado
2024-09-17,28129,MRKU-393468-0,Arleather S.R.L.,244475707,***********         ,Arribado
2024-09-17,28130,GCXU-566453-5,Arleather S.R.L.,244475707,************        ,Arribado
2024-09-17,28131,MRKU-470840-8,Arleather S.R.L.,243496911,********************,Arribado
2024-09-17,28132,MSKU-188429-9,Arleather S.R.L.,243496911,**********          ,Arribado
2024-09-03,28001,TCLU-835290-0,Arleather S.R.L.,243490131,                    ,Arribado
2024-09-03,28002,MRKU-636015-8,Arleather S.R.L.,243490131,                    ,Arribado
2024-09-03,28003,TCNU-667914-7,Arleather S.R.L.,243490131,                    ,Arribado
2024-09-17,28128,MRKU-578270-8,Arleather S.R.L.,244475707,***************     ,Arribado
2024-09-06,27893,MRKU-593954-6,Arleather S.R.L.,243496831,******************  ,Arribado
2024-09-06,27894,MRKU-428456-8,Arleather S.R.L.,243489071,*****************   ,Arribado
2024-09-05,27863,GCXU-553740-1,Arleather S.R.L.,244178341,******************* ,Arribado
2024-09-05,27865,MSKU-130667-0,Arleather S.R.L.,244178341,***************     ,Arribado
2024-09-06,27892,TRHU-454817-8,Arleather S.R.L.,243496831,******************  ,Arribado
2024-09-04,27834,MRKU-498810-3,Arleather S.R.L.,243489034,**********          ,Arribado
2024-09-04,27835,MRKU-390003-6,Arleather S.R.L.,243489034,****************    ,Arribado
2024-09-04,27836,MSKU-054972-1,Arleather S.R.L.,243489034,******************* ,Arribado
2024-09-04,27837,TCNU-871201-2,Arleather S.R.L.,243488952,*************       ,Arribado
2024-09-04,27838,HASU-519143-6,Arleather S.R.L.,243488952,***********         ,Arribado
2024-09-04,27839,TCNU-183730-0,Arleather S.R.L.,243488952,**********          ,Arribado
2024-09-03,27796,MRSU-451862-7,Arleather S.R.L.,243488856,***********         ,Arribado
2024-09-03,27797,TCNU-667914-7,Arleather S.R.L.,243490131,****************    ,Arribado
2024-09-03,27798,MRKU-636015-8,Arleather S.R.L.,243490131,********            ,Arribado
2024-09-03,27799,TCLU-835290-0,Arleather S.R.L.,243490131,****************    ,Arribado
2024-09-03,27795,SUDU-662240-1,Arleather S.R.L.,243488856,****************    ,Arribado
2024-08-27,27607,DFSU-746024-9,Arleather S.R.L.,COSU6393506550,******************* ,Arribado
2024-08-27,27608,SEGU-525907-7,Arleather S.R.L.,COSU6393506550,******************* ,Arribado
2024-08-20,27491,HASU-431610-1,Arleather S.R.L.,243593560,********************,Arribado
2024-08-22,27522,SEKU-692399-2,Arleather S.R.L.,243593448,***************     ,Arribado
2024-08-22,27523,MRKU-504954-2,Arleather S.R.L.,243593448,**********          ,Arribado
2024-08-22,27524,MRKU-355720-4,Arleather S.R.L.,243593448,*****************   ,Arribado
2024-08-15,27382,MSKU-068806-0,Arleather S.R.L.,242123851,****************    ,Arribado
2024-08-15,27383,HASU-450589-3,Arleather S.R.L.,242123851,**************      ,Arribado
2024-08-15,27393,MRSU-418730-2,Arleather S.R.L.,242123878,                    ,Arribado
2024-08-15,27394,MRKU-262783-7,Arleather S.R.L.,242123878,                    ,Arribado
2024-08-20,27480,MRKU-226803-8,Arleather S.R.L.,243593560,********************,Arribado
2024-08-08,27170,MSKU-887414-2,Arleather S.R.L.,242568322,*****************   ,Arribado
2024-08-08,27171,CAAU-643764-0,Arleather S.R.L.,242568322,*************       ,Arribado
2024-08-15,27381,MRSU-351906-4,Arleather S.R.L.,242123851,                    ,Arribado
2024-08-05,27089,MSKU-949828-7,Arleather S.R.L.,242569840,********************,Arribado
2024-08-06,27092,MSKU-047315-9,Arleather S.R.L.,241145293,********************,Arribado
2024-08-06,27093,MRSU-574281-6,Arleather S.R.L.,241145293,******************  ,Arribado
2024-08-06,27094,MRKU-476525-0,Arleather S.R.L.,241145293,************        ,Arribado
2024-08-05,27064,MRSU-511009-6,Arleather S.R.L.,241190310,*************       ,Arribado
2024-08-05,27066,HASU-469987-0,Arleather S.R.L.,241190310,************        ,Arribado
2024-08-05,27067,MSKU-984083-0,Arleather S.R.L.,241190310,************        ,Arribado
2024-08-05,27088,MRSU-466266-0,Arleather S.R.L.,242569840,***************     ,Arribado
2024-07-29,26966,TEMU-666404-4,Arleather S.R.L.,242773949,******************  ,Arribado
2024-07-29,26954,CSNU-615397-0,Arleather S.R.L.,COSU6391695140,********************,Arribado
2024-07-29,26955,TGBU-894006-0,Arleather S.R.L.,COSU6391695140,********************,Arribado
2024-07-29,26962,TRHU-404453-6,Arleather S.R.L.,242773860,****************    ,Arribado
2024-07-29,26963,MRKU-612833-2,Arleather S.R.L.,242773860,********************,Arribado
2024-07-29,26964,TLLU-597234-1,Arleather S.R.L.,242773860,***************     ,Arribado
2024-07-29,26965,SUDU-860115-7,Arleather S.R.L.,242773949,**************      ,Arribado
2024-07-23,26840,CAIU-774656-5,Arleather S.R.L.,242226984,***************     ,Arribado
2024-07-29,26951,CSNU-621159-3,Arleather S.R.L.,COSU6391829560,************        ,Arribado
2024-07-29,26952,BEAU-615060-1,Arleather S.R.L.,COSU6391829560,******************  ,Arribado
2024-07-29,26953,BMOU-532563-3,Arleather S.R.L.,COSU6391829560,******************  ,Arribado
2024-07-23,26835,MRKU-587122-0,Arleather S.R.L.,242219839,********************,Arribado
2024-07-23,26836,MRKU-613332-3,Arleather S.R.L.,242219839,*************       ,Arribado
2024-07-23,26837,MSKU-124139-5,Arleather S.R.L.,242219839,********************,Arribado
2024-07-23,26839,MSKU-950487-8,Arleather S.R.L.,242226984,*************       ,Arribado
2024-07-19,26760,BMOU-135007-3,Borax Argentina S A,60626951,************        ,Arribado
2024-07-19,26761,TGHU-090104-8,Borax Argentina S A,60626951,*************       ,Arribado
2024-07-22,26791,FCIU-271588-9,Borax Argentina S A,EBKG09604353,FX26307775          ,Arribado
2024-07-22,26792,TRHU-155396-7,Borax Argentina S A,EBKG09604353,FX26307788          ,Arribado
2024-07-22,26793,MSDU-266846-8,Borax Argentina S A,EBKG09604353,FX26307768          ,Arribado
2024-11-04,29377,CAIU-288696-5,Borax Argentina S A,61315276,****************    ,Arribado
2024-11-04,29385,PCIU-464848-1,Borax Argentina S A,BUE400157200,******************* ,Arribado
2024-11-04,29386,PCIU-456582-8,Borax Argentina S A,BUE400157200,*****************   ,Arribado
